artist,title,spotify_uri,original_lang,length,translation_review_required,lyrics_in_en,qa_pred_lang,qa_pred_confidence
Cheer Chen,太聰明,4DCB1S7G6SmH9qlDpEVIzP,zh,427,True,"總以為謎一般難懂的我
在你瞭解了以後 其實也沒什麼
我總是忽冷又忽熱 隱藏我的感受
只是怕愛你的心被你看透
猜的沒錯 想得太多 不會有結果
被你看穿了以後 我更無處可躲
我開始後悔不應該太聰明的賣弄
只是怕親手將我的真心葬送

我猜著你的心
要再一次確定
遙遠的距離 都是因為太過聰明
要猜著你的心
要再一次確定
混亂的思緒 都是因為太想靠近你

猜的沒錯 想得太多 不會有結果
被你看穿了以後 我更無處可躲
我開始後悔不應該太聰明的賣弄
只是怕親手將我的真心葬送

我猜著你的心
要再一次確定
遙遠的距離 都是因為太過聰明
要猜著你的心
要再一次確定
混亂的思緒 都是因為太想靠近你

猜的沒錯 想得太多 不會有結果
被你看穿了以後 我更無處可躲
我開始後悔不應該太聰明的賣弄
只是怕親手將我的真心葬送
只是怕親手將我的真心葬送
我開始後悔不應該太聰明的賣弄
只是怕親手將我的真心葬送",zh,0.9989169239997864
sodagreen,小情歌,4FhJ7YSRxATHnaRg4nGs6t,zh,517,True,"這是一首簡單的小情歌
唱著人們心腸的曲折
我想我很快樂 當有你的溫熱
腳邊的空氣轉了
這是一首簡單的小情歌
唱著我們心頭的白鴿
我想我很適合 當一個歌頌者
青春在風中飄著

你知道 就算大雨讓整座城市顛倒
我會給你懷抱
受不了 看見你背影來到
寫下我 度秒如年難捱的離騷
就算整個世界被寂寞綁票
我也不會奔跑
逃不了 最後誰也都蒼老
寫下我 時間和琴聲交錯的城堡

Yes-yes-yes-yes-yes-yes-yes
Yes-yes-yes-yes-yes-yes

這是一首簡單的小情歌
唱著我們心頭的白鴿
我想我很適合 當一個歌頌者
青春在風中飄著

你知道 就算大雨讓整座城市顛倒
我會給你懷抱
受不了 看見你背影來到
寫下我 度秒如年難捱的離騷
就算整個世界被寂寞綁票
我也不會奔跑
逃不了 最後誰也都蒼老
寫下我 時間和琴聲交錯的城堡
你知道 就算大雨讓整座城市顛倒
我會給你懷抱
受不了 看見你背影來到
寫下我 度秒如年難捱的離騷
就算整個世界被寂寞綁票
我也不會奔跑
最後誰也都蒼老
寫下我 時間和琴聲交錯 的城堡

Mm-mm
Mm-mm
Mm-mm",zh,0.9952802062034607
Remioromen,Sangatsu Kokonoka,4g066xFUp3cTUuTfOCPytT,en,1121,False,"Nagareru kisetsu no mannaka de
Futo hi no nagasa wo kanjimasu
Sewashiku sugiru hibi no naka ni
Watashi to anata de yume wo egaku
Sangatsu no kaze ni omoi wo nosete
Sakura no tsubomi wa haru e to tsuzukimasu
Afuredasu hikari no tsubu ga
Sukoshi zutsu asa wo atatamemasu
Ookina akubi wo shita ato ni
Sukoshi tereteru anata no yoko de
Arata na sekai no iriguchi ni tachi
Kizuita koto wa hitori ja naitte koto
Hitomi wo tojireba anata ga
Mabuta no ura ni iru koto de
Dore hodo tsuyoku nareta deshou
Anata ni totte watashi mo sou de aritai
Sunabokori hakobu tsumujikaze
Sentakumono ni karamarimasu ga
Hirumae no sora no shiroi tsuki wa
Nandaka kirei de mitoremashita
Umaku wa ikanu koto mo aru keredo
Ten wo aogeba sore sae chiisakute
Aoi sora wa rin to sunde
Hitsujigumo wa shizuka ni yureru
Hanasaku wo matsu yorokobi wo
Wakachiaeru no de areba sore wa shiawase
Kono saki mo tonari de sotto hohoende
Hitomi wo tojireba anata ga
Mabuta no ura ni iru koto de
Dore hodo tsuyoku nareta deshou
Anata ni totte watashi mo sou de aritai
La la la la
La la la la la
La la la la
La la la la la
La la la la
La la la la la la la
La la la",en,0.14314089715480804
"郭家瑋, DIOR 大穎",過了幾天(合唱版),4GEWZ1vDFVkmhG55zpKFLO,pam,1146,False,"Fēng ya qīng qīng chuī
Wǒ ya jǐn jǐn zhuī
Yǔ xià yì zhěng yè
Zhè yọu guò le jǐ tien

Wǒ shì nǐ de shuí
Wǒ yě jué de lèi
Seamless wèi she me ya
Wèi she me ya
Wǒ yòu comp duàn subside huí

Wǒ pick shì phang bu xià nǐ
Long zhe qíng ruff
Jiù suàn wǒ zài yě méi yǒu nǐ de xiāo xī
Kàn chǎng diàn yǐng
Wǒ zài zhè lǐ
Na xiē qíng huà bo shì shuō gěi wǒ tīng

Wǒ pick shì phang bu xià nǐ
Binh comp kě xī
Qí shí wǒ yě bo huì tai miǎn qiǎng zì jǐ
Fān zhe xon xī
Bi slanh yǎn jīng
Zǎo ān
Ng… ji ruff

Wǒ shì nǐ de shuí
Wǒ yě jué de lèi
Seamless wèi she me ya
Wèi she me ya
Wǒ yòu comp duàn subside huí

Wǒ pick shì phang bu xià nǐ
Long zhe qíng ruff
Jiù suàn wǒ zài yě méi yǒu nǐ de xiāo xī
Kàn chǎng diàn yǐng
Wǒ zài zhè lǐ
Na xiē qíng huà bo shì shuō gěi wǒ tīng

Rú guǒ wǒ zuì hueu yě zhǐ nhieng zhè yáng
Na zuì hou jiù clearly wǒ zhǐ nhieng zhè yáng
Kě shì wǒ pick shì
Bang bu xià nǐ ya
Biàn tǐ linh shāng ba

Wǒ pick shì phang bu xià nǐ
Qī piàn zì jǐ
Jiù dāng zuò nà nián wǒ men picking zài yī qǐ
Wǒ zài zhè lǐ
The guy is like this
Nǐ shuō compression compeng xiě gē casino gěi nǐ

Wǒ pick shì phang bu xià nǐ
Zhēn de kě xī
Wǒ zài yě wú compression wéi mien jì ruff ài nǐ
Shān uncle xon xī
Bi slanh yǎn jīng
Wǎn ān
Wǒ de céng jīng",lmo,0.11567889153957367
Jay Chou,說好的幸福呢,4OoExItZJ0jePoCZDbHx4t,zh,585,True,"你的回話凌亂著 在這個時刻
我想起噴泉旁的白鴿 甜蜜散落了
情緒莫名的拉扯 我還愛你呢
而你斷斷續續唱著歌 假裝沒事了

時間過了 走了 愛情面臨選擇
You are cold, tired and I cry
離開時的不快樂 你用卡片手寫著
有些愛只給這 真的痛了

怎麼了 你累了 說好的 幸福呢
我懂了 不說了 愛淡了 夢遠了
開心與不開心一一細數著你在不捨
那些愛過的感覺都太深刻 我都還記得
你不等了 說好的 幸福呢
我錯了 淚乾了 放手了 後悔了
只是回憶的音樂盒還旋轉著 要怎麼停呢

你的回話凌亂著 在這個時刻
我想起噴泉旁的白鴿 甜蜜散落了
情緒莫名的拉扯 我還愛你呢
而你斷斷續續唱著歌 假裝沒事了

時間過了 走了 愛情面臨選擇
You are cold, tired and I cry
離開時的不快樂 你用卡片手寫著
有些愛只給到這真的痛了

怎麼了 你累了 說好的 幸福呢
我懂了 不說了 愛淡了 夢遠了
開心與不開心一一細數著你在不捨
那些愛過的感覺都太深刻 我都還記得
你不等了 說好的幸福呢
我錯了 淚乾了 放手了 後悔了
只是回憶的音樂盒還旋轉著 要怎麼停呢

怎麼了 你累了 說好的 幸福呢
我懂了 不說了 愛淡了 夢遠了 我都還記得
你不等了 說好的幸福呢
我錯了 淚乾了 放手了 後悔了
只是回憶的音樂盒還旋轉著 要怎麼停呢",zh,0.9943084716796875
"Rauw Alejandro, Chencho Corleone",El Efecto,4SJHHpKhcuXwDsCsPqshXj,es,2351,False,"Uh-yeah-yeah-yeah (Uh-yeah-yeah-yeah)
Uh-yeah-yeah (Uh-yeah-yeah)
Uh-yeah-yeah-yeah (Uh-yeah-yeah-yeah)
(Who knows if tomorrow I won't see you again?)
(Let's forget what's right)
(I want to behave badly, I'll let you know)
(The note already had an effect on me)

Why do you dance for me as if we were in bed?
How rich you must feel naked, with nothing
Tell me when we are going to leave, because time is not running out
You already have to decide if you come or leave it for later.

Baby, today I really put myself out there for you
Because that's how, freaky, you danced for me
Moving, twerking, from behind I saw your g string
I'm sorry if I got cold seeing you like this
The meeting between you and me became erotic
Forget if it's right and live the moment
If for me, mommy, you allow me to flow
You will see how easily I take you to ecstasy
There's almost no time left for them to close this here
And let's do it, horny, what are we doing here?

Why do you dance to me as if we were in bed?
How rich you must feel naked, with nothing
Tell me when we are going to leave, because time is not running out
You already have to decide if you come or leave it for later.

Nobody is looking, and you can't see it either, there is little light
My mind thinking, wanting to know how you see yourself in bed
If I knew what this effect makes me do (Do)
Experiment with you various' pose' (Pose')
You still don't know me
Like Calderón, this is so you can enjoy it

I knew this would happen
That you would end up waking up in my bed
After tonight, everything is forgotten
And if you want another day, call me at any time
I knew this would happen
That you would end up waking up in my bed (-ma, yeah)
After tonight, everything is forgotten
And if you want another day, you can call me at any time (-more, yeah)

Why do you dance for me as if we were in bed?
How rich you must feel naked, with nothing
Tell me when we are going to leave, because time is not running out
You already have to decide if you come or leave it for later.

Who knows if I won't see you again tomorrow?
Let's forget what's right
I want to behave badly, I'll let you know
The note already had an effect on me (Yah!)
Ra-Rauw, hey
Ra-Rauw Alejandro
Chencho, Chencho
Chencho Corleone, baby
Tell me, Nigel, hey
With Naisgai (Tun-tun-tun-tun-tun-tun-tun), hey
Duran The Coach
Duars Entertainment
With the Sensei
Tell me, Colla, hey
Pina Records (Yah!)",en,0.6021523475646973
"Patrick Brasca, mac ova seas",左轉燈 (1000 Times+1),4UwZyC0wEV6XDEAr9kaQhi,zh,713,True,"回憶 降落沒訊號的地方
心入境 在空無一人的機場
留下的謊話 就寫成小說 好嗎
筆下的我是什麼模樣
Don't want to pull
身體卻誠實 手還拉著
成為了自己曾經最討厭的那種人

說都說了一千遍 別再見面
卻止不住想念 一再重演
你偷走我習慣的世界怎麼還
算了 我送你我回憶裡的一半
錯都錯了一千遍 就再加一遍
按理說平行線 不應該有交點
在路口打著向左邊轉彎的燈
向右轉

Yeah-yeah, yeah
酒是個壞東西
它操控我拿起了我的手機
左手點開對話框 右手扶到樓梯
今天碰到那個女娃兒很像你
The jersey he also wore
要不要給你發消息
這個想法在我腦殼翻來覆去
太久沒聯繫 現在我不曉得你的坐標
刪除了電話號碼 我不曉得現在是多少
我忘記好多天 像掉進一個圈
I miss you a thousand times
A thousand times plus one
我打的左轉彎的燈 但我在往右轉
愛情是丘比特 他的反面哪個在管
我忘記好多天 像掉進一個圈
I miss you a thousand times
A thousand times plus one

都說了一千遍 別再見面
卻止不住想念 一再重演
你偷走我習慣的世界怎麼還
算了 我送你我回憶裡的一半
錯都錯了一千遍 就再加一遍
按理說平行線 不應該有交點
在路口打著向左邊轉彎的燈
向右轉

Woah-oh-oh
都說了一千遍 都說了一千遍
錯都錯了一千遍 就再加一遍
按理說平行線 不應該有交點
在路口打著向左邊轉彎的燈
向右轉

在路口打著向左邊轉彎的燈
向右轉",zh,0.9992029070854187
"ROSÉ, Bruno Mars",APT.,4wJ5Qq0jBN4ajy7ouZIV1c,en,2063,True,"Chaeyoung-iga joahaneun
Random game
Random game
Game start

Apateu, apateu
Apateu, apateu
Apateu, apateu
Uh, uh-huh, uh-huh
Apateu, apateu
Apateu, apateu
Apateu, apateu
Uh, uh-huh, uh-huh

Kissy face, kissy face
Sent to your phone, but
I'm tryna kiss your lips for real (Uh-huh, uh-huh)
Red hearts, red hearts
That's what I'm on, yeah
Come give me somethin' I can feel, oh-oh, oh

Don't you want me like I want you, baby?
Don't you need me like I need you now?
Sleep tomorrow, but tonight, go crazy
All you gotta do is just meet me at the

Apateu, apateu
Apateu, apateu
Apateu, apatеu
Uh, uh-huh, uh-huh
Apateu, apateu
Apateu, apatеu
Apateu, apateu
Uh, uh-huh, uh-huh

It's whatever (Whatever), it's whatever (Whatever)
It's whatever (Whatever) you like (Woo)
Turn this apateu into a club (Uh-huh, uh-huh)
I'm talkin' drink, dance, smoke, freak, party all night (Come on)
Geonbae, geonbae, girl, what's up? Oh-oh, oh

Don't you want me like I want you, baby?
Don't you need me like I need you now?
Sleep tomorrow, but tonight, go crazy
All you gotta do is just meet me at the

Apateu, apateu
Apateu, apateu
Apateu, apateu
Uh, uh-huh, uh-huh
Apateu, apateu
Apateu, apateu
Apateu, apateu
Uh, uh-huh, uh-huh

Hey, so now you know the game
Are you ready?
'Cause I'm comin' to get ya, get ya, get ya
Hold on, hold on
I'm on my way
Yeah, yeah, yeah-yeah, yeah
I'm on my way
Hold on, hold on
I'm on my way
Yeah, yeah, yeah-yeah, yeah
I'm on my way

Don't you want me like I want you, baby?
Don't you need me like I need you now?
Sleep tomorrow, but tonight, go crazy
All you gotta do is just meet me at the
[Chorus: ROSÉ, 
Bruno Mars
, 
 ROSÉ & Bruno Mars
]
Apateu, apateu
Apateu, apateu
Apateu, apateu
Just meet me at the (Uh, uh-huh, uh-huh)
Apateu, apateu
Apateu, apateu
Apateu, apateu
Just meet me at the (Uh, uh-huh, uh-huh)
Apateu, apateu
Apateu, apateu
Apateu, apateu
Just meet me at the (Uh, uh-huh, uh-huh)
Apateu, apateu
Apateu, apateu
Apateu, apateu
Uh, uh-huh, uh-huh",en,0.5176856517791748
JOLIN,倒帶,4XipvtwRgtUrGb2j2l0wNG,zh,500,True,"我受夠了等待 你所謂的安排
說的未來到底多久才來
總是要來不及 才知道我可愛
我想依賴而你卻都不在

應該開心的地帶
你給的全是空白
一個人假日發呆 找不到人陪我看海
我在幸福的門外
卻一直都進不來
你累積給的傷害 我是真的很難釋懷

終於看開愛回不來
而你總是太晚明白
最後才把話說開
哭著求我留下來
終於看開愛回不來
我們面前太多阻礙
你的手卻放不開
寧願沒出息 求我別離開

你總是要我乖 慢慢計畫將來
我的眼淚卻一直掉下來
過去怎麼交代 你該給的信賴
被你親手緩緩推入懸崖

從我臉上的蒼白
看到記憶慢下來
過去甜蜜在倒帶 只是感覺已經不在
而我對你的期待
被你一次次摔壞
已經碎成太多塊 要怎麼拼湊跟重來

終於看開愛回不來
而你總是太晚明白
最後才把話說開
哭著求我留下來
終於看開愛回不來
我們面前太多阻礙
你的手卻放不開
寧願沒出息 求我別離開
終於看開愛回不來
而你總是太晚明白
最後才把話說開
哭著求我留下來
終於看開愛回不來
我們面前太多阻礙
你的手卻放不開
寧願沒出息 求我別離開",zh,0.9961984753608704
EggPlantEgg,閣愛妳一擺,4Zwn8WxD61diTwqv9hyTQA,zh,592,True,"過了盈暗 欲和別人結婚
聽講妳已經有 別人的子孫
結果嘛是行到最後一步
著是妳有翁 我猶袂有某
想起彼時 妳是歹甲有賰
拄著我是 妳好命的天份
結果嘛是行到最後一步
著是越頭走 莫閣再耽誤

毋知妳是佇佗位
我想欲 聽妳溫柔的聲音 (Oh)
以後我會當做毋捌妳
無咱的過去

若是彼工 是我來牽起妳的手
著毋是這馬 是伊來完成妳的要求
若是彼工 是我對愛情無相讓
妳敢會轉來 做伙的所在
我愛妳無問題 問題是妳毋是我的
我有影毋知好歹 閣想欲愛妳一擺

過了盈暗 欲和別人結婚
聽講妳已經有 別人的子孫
結果嘛是行到最後一步
著是妳有翁 我猶袂有某

毋知妳是佇佗位
我想欲聽妳溫柔的聲音
以後我會當做毋捌妳
無咱的過去

若是彼工 是我來牽起妳的手
著毋是這馬 是伊來完成妳的要求
若是彼工 是我對愛情無相讓
妳敢會轉來 做伙的所在
我愛妳無問題 問題是妳毋是我的
我有影毋知好歹 閣想欲愛妳一擺
若是彼工 是我來牽起妳的手
(著毋是這馬 是伊來完成妳的要求)
若是彼工 是我對愛情無相讓
(妳敢會轉來 做伙的所在)
我愛妳無問題 問題是妳毋是我的
我有影毋知好歹 閣想欲愛妳一擺

閣愛妳一擺 閣愛妳一擺 閣愛妳一擺
閣愛妳一擺 閣愛妳一擺 閣愛妳一擺
閣愛妳一擺 閣愛妳一擺 閣愛妳一擺",zh,0.9885573983192444
Wu Bai,夢醒時分,51fGtLs5vdK2NOumVhMXru,zh,439,True,"你說 你愛了不該愛的人 你的心中滿是傷痕
你說 你犯了不該犯的錯 心中滿是悔恨
你說 你嘗盡了生活的苦 找不到可以相信的人
你說 你感到萬分沮喪 甚至開始懷疑人生

早知道傷心總是難免的 你又何苦一往情深
因為愛情總是難捨難分 何必在意那一點點溫存
要知道傷心總是難免的 在每一個夢醒時分
有些事情你現在不必問 有些人你永遠不必等

你說 你愛了不該愛的人 你的心中滿是傷痕
你說 你犯了不該犯的錯 心中滿是悔恨
你說 你嘗盡了生活的苦 找不到可以相信的人
你說 你感到萬分沮喪 甚至開始懷疑人生

早知道傷心總是難免的 你又何苦一往情深
因為愛情總是難捨難分 何必在意那一點點溫存
要知道傷心總是難免的 在每一個夢醒時分
有些事情你現在不必問 有些人你永遠不必等

早知道傷心總是難免的 你又何苦一往情深
因為愛情總是難捨難分 何必在意那一點點溫存
要知道傷心總是難免的 在每一個夢醒時分
有些事情你現在不必問 有些人你永遠不必等",zh,0.9999686479568481
Rainie Yang,雨愛,553GNiNqcudWfsF55RBDqz,zh,489,True,"窗外的天氣
就像是你多變的表情
It’s raining, the rain accompanies me to cry
I can’t see clearly and I don’t want to see clearly either.

離開你我安靜的抽離
不忍揭曉的劇情
我的淚流在心裡
學會放棄

聽雨的聲音 一滴滴清晰
你的呼吸像雨滴滲入我的愛裡
I really hope it keeps raining
讓想念繼續 讓愛變透明
我愛上給我勇氣的 Rainie love
窗外的雨滴 一滴滴累積
屋內的濕氣像儲存愛你的記憶
I really hope it keeps raining
雨愛的秘密能一直延續
我相信我將 會看到彩虹的美麗

冷冷的空氣
很窒息我無法呼吸
一萬顆雨滴的距離
很徹底 讓愛消失無息

離開你我安靜的抽離
不忍揭曉的劇情
我的淚流在心裡
學會放棄

聽雨的聲音 一滴滴清晰
你的呼吸像雨滴滲入我的愛裡
I really hope it keeps raining
讓想念繼續 讓愛變透明
我愛上給我勇氣的 Rainie love
窗外的雨滴 一滴滴累積
屋內的濕氣像儲存愛你的記憶
I really hope it keeps raining
雨愛的秘密能一直延續
我相信我將 會看到彩虹的美麗

屋內的濕氣像儲存愛你的記憶
I really hope it keeps raining
雨愛的秘密能一直延續
我相信我將會看到彩虹的美麗",zh,0.8009116649627686
G.E.M.,多遠都要在一起,55d0jw269HE9pbOt5ntCo8,zh,467,True,"想聽你聽過的音樂 想看你看過的小說
我想收集每一刻  我想看到你眼裡的世界
想到你到過的地方  和你曾渡過的時光
不想錯過每一刻 多希望我一直在你身旁
未來何從何去 你快樂我也就沒關係
對你我最熟悉  你愛自由我卻更愛你
我能習慣遠距離  愛總是身不由己
寧願換個方式至少還能遙遠愛著你
愛能克服遠距離  多遠都要在一起
你已經不再存在我世界裡 請不要離開我的回憶
想你說愛我的語氣 想你望著我的眼睛
不想忘記每一刻 用思念讓我們一直前進
想像你失落的唇印  想像你失約的旅行
想像你離開的一刻 如果我有留下你的勇氣
我能習慣遠距離 愛總是身不由己
寧願換個方式至少還能遙遠愛著你
愛能克服遠距離 多遠都要在一起
我已經不再存在你的心裡 就讓我獨自守著回憶
如果陽光永遠都熾熱 如果彩虹不會掉顏色
你能不能不離開呢
我能習慣遠距離 愛總是身不由己
寧願換個方式至少還能遙遠愛著你
愛能克服遠距離 多遠都要在一起
你已經不再存在我世界裡 請不要離開我的回憶
請不要離開 不要離開 我的回憶",zh,0.999683678150177
"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),567e29TDzLwZwfDuEpGTwo,en,2176,False,"1. GAYLE - abcdefu (=)
2. Adele - Easy On Me (+3)
3. The Kid LAROI - Stay (with Justin Bieber) (-1)
4. Ed Sheeran - Shivers (-1)
5. Elton John & Dua Lipa - Cold Heart (PNAU Remix) (+5)
6. Glass Animals - Heat Waves (=)
7. Lil Nas X - INDUSTRY BABY (feat. Jack Harlow) (=)
8. CKay - love nwantiti (ah ah ah) (+1)
9. ACRAZE & Cherish - Do It To It (+3)
10. Doja Cat - Woman (+1)
11. SZA - I Hate U (-7)
12. Justin Bieber - Ghost (+2)
13. Post Malone - One Right Now (with The Weeknd) (=)
14. Coldplay & BTS - My Universe (+4)
15. Imagine Dragons - Enemy (with JID) (+4)
16. Juice WRLD - Girl Of My Dreams (with SUGA of BTS) (-8)
17. Bruno Mars, Andersson .Paak & Silk Sonic - Smokin Out The Window (-2)
18. Ed Sheeran - Bad Habits (-1)
19. Jaymes Young - Infinity (+3)
20. Adele - Oh My God (-4)
21. Farruko - Pepas (=)
22. FKA twigs - Tears In The Club (with The Weeknd) (NEW)
23. Doja Cat - Need To Know (+5)
24. Emmy Meli - I AM WOMAN (+6)
25. Lost Frequencies & Calum Scott - Where Are You Now (=)
26. Tiësto & Ava Max - The Motto (NEW)
27. Lil Nas X - THATS WHAT I WANT (=)
28. Kodak Black - Super Gremlin (NEW)
29. NEIKED, Mae Muller & Polo G - Better Days (NEIKED x Mae Muller x Polo G) (-3)
30. Oliver Tree - Life Goes On (+11)
31. Billie Eilish - Happier Than Ever (Edit) (-2)
32. THE ANXIETY, WILLOW & Tyler Cole - Meet Me At Our Spot (+5)
33. Roddy Ricch - 25 million (NEW)
34. LISA - MONEY (-1)
35. Doja Cat - Kiss Me More (feat. SZA) (+5)
36. Juice WRLD - Wandered To LA (with Justin Bieber) (-16)
37. ROSALÍA - LA FAMA (with The Weeknd) (-5)
38. Shawn Mendes - It'll Be Okay (-15)
39. Måneskin - Beggin' (-3)
40. Adele - Can I Get It (-9)
41. Olivia Rodrigo - good 4 u (-3)
42. Lil Nas X - MONTERO (Call Me By Your Name) (+4)
43. BoyWithUke - Toxic (-1)
44. Taylor Swift - All Too Well (10 Minute Version) (Taylor Version) (From The Vault) (-20)
45. Jason Derulo - Acapulco (+2)
46. Amaarae - SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis & Moliy) (-11)
47. Tate McRae - feel like shit (-2)
48. Benson Boone - GHOST TOWN (-5)
49. Summer Walker - No Love (with SZA) (=)
50. Ariana Grande & Kid Cudi - Just Look Up (-6)",en,0.5014061331748962
Morgan Wallen,Whiskey Glasses,57TEkZN3f84tFJFHFrD4pO,en,2758,False,"Poor me, pour me another drink
'Cause I don't wanna feel a thing
No more, hell nah
I just wanna sip 'til the pain wears off
Poor me, pour me another round
Line 'em up and knock 'em down
Two more let's go
'Cause I ain't never hurt like this before

Don't wanna think about her
Or wear a ring without her
Don't wanna hit the karaoke bar
Can't sing without her
So make them drinks strong
'Cause brother she's gone
And if I'm ever gonna move on

I'ma need some whiskey glasses
'Cause I don't wanna see the truth
She's probably making out on the couch right now
With someone new
Yeah, I'ma need some whiskey glasses
If I'm gonna make it through
If I'ma be single
I'ma need a double shot of that heartbreak proof
And see the world through whiskey glasses
(Ain't nothing else to do, but sip around the truth)
And see the world through whiskey glasses
(I need a better view, where I don't drink to you)

Last call
I swear this will be my last call
Now I ain't drunk dialing no more at 3 am
Mr. Bartender hittin' me again

Don't wanna think about her
Or wear a ring without her
Don't wanna hit the karaoke bar
Can't sing without her
So make them drinks strong
'Cause brother she's gone
And if I'm ever gonna move on

I'ma need some whiskey glasses
'Cause I don't wanna see the truth
She's probably making out on the couch right now
With someone new
Yeah, I'ma need some whiskey glasses
If I'm gonna make it through
If I'ma be single
I'ma need a double shot of that heartbreak proof
And see the world through whiskey glasses
(Ain't nothing else to do, but sip around the truth)
Oh, see the world through whiskey glasses
(I need a better view, where I don't drink to you)

Line 'em up, line 'em up, line 'em up, line 'em up
Knock 'em back, knock 'em back, knock 'em back, knock 'em back
Fill 'em up, fill 'em up, fill 'em up, fill 'em up
'Cause if she ain't ever coming back
Line 'em up, line 'em up, line 'em up, line 'em up
Knock 'em back, knock 'em back, knock 'em back, knock 'em back
Fill 'em up, fill 'em up, fill 'em up, fill 'em up
'Cause if she ain't ever coming back

I'ma need some whiskey glasses
'Cause I don't wanna see the truth
She's probably making out on the couch right now
With someone new
Yeah, I'ma need some whiskey glasses
If I'm gonna make it through
If I'ma be single
I'ma need a double shot of that heartbreak proof
And see the world through whiskey glasses
(Ain't nothing else to do, but sip around the truth)
Oh, see the world through whiskey glasses
(I need a better view, where I don't drink to you)
Yeah

(Ain't nothing else to do, but sip around the truth)
And see the world through whiskey glasses
(I need a better view, where I don't drink to you)
Yeah",en,0.634293794631958
Jay Chou,七里香,57w29bSwdIZ6gr6xXOqwc1,zh,509,True,"窗外的麻雀 在電線桿上多嘴
你說這一句 很有夏天的感覺
手中的鉛筆 在紙上來來回回
我用幾行字形容你是我的誰

秋刀魚的滋味 貓跟你都想了解
初戀的香味就這樣被我們尋回
那溫暖的陽光 像剛摘的鮮豔草莓
你說你捨不得吃掉這一種感覺

雨下整夜 我的愛溢出就像雨水
院子落葉 跟我的思念厚厚一疊
幾句是非 也無法將我的熱情冷卻
你出現在我詩的每一頁
雨下整夜 我的愛溢出就像雨水
窗台蝴蝶 像詩裡紛飛的美麗章節
我接著寫 把永遠愛你寫進詩的結尾
You are the only thing I want to know


雨下整夜 我的愛溢出就像雨水
院子落葉 跟我的思念厚厚一疊
幾句是非也無法將我的熱情冷卻
你出現在我詩的每一頁

那飽滿的稻穗 幸福了這個季節
而你的臉頰像田裡熟透的番茄
你突然對我說 七里香的名字很美
我此刻卻只想親吻你倔強的嘴

雨下整夜 我的愛溢出就像雨水
院子落葉 跟我的思念厚厚一疊
幾句是非 也無法將我的熱情冷卻
你出現在我詩的每一頁
整夜 我的愛溢出就像雨水
窗台蝴蝶 像詩裡紛飛的美麗章節
(我接著寫) Oh, 寫 把永遠愛你寫進詩的結尾
You are the only thing I want to know",zh,0.9997973442077637
"高爾宣 OSN, Patrick Brasca",Hold On,580BvW3DyUNoYFgQgoD2GI,zh,1323,True,"So why you gotta hold on to those memories?
讓我們進退兩難
能不能夠一通電話
想打給你把想講的都講完
就算悲傷沖淡了回憶
偶爾還是會想起
So why you gotta hold on to those memories?
Would you let me know what's on your mind?
你的限時動態露出蛛絲馬跡
Wait...
想你的天數不只這點那點
Deep inside
留下的線索 論時間也沖不淡
If you miss me girl, would you tell me so?
'Cause it ain't hard to find
I've been waiting and waiting the whole time
牌都攤在桌上怎麼算
你說的算
So why you gotta hold on to those memories?
讓我們進退兩難
能不能夠一通電話
想打給你把想講的都講完
就算悲傷沖淡了回憶
偶爾還是會想起
So why you gotta hold on to those memories?
Ooh woah woah woah
Those memories
Ooh woah woah woah
Those memories
(I'm up in the sky)
(You're flying a kite)
(Won't let me go)
Yeah
(I'm feeling so small)
但誰猜得到
I also hope to find someone like you
But I'm not Adele
我也希望能裝作不在乎
When you're not around
到底愛你是福還是禍
I would never let you fall
Hold on to that rope tied on my throat
就算握緊彼此是一種失誤
Yeah, you could cut me open, cut me deep
Don't cut me loose
So why you gotta hold on to those memories?
讓我們進退兩難
能不能夠一通電話
想打給你把想講的都講完
就算悲傷沖淡了回憶
偶爾還是會想起
So why you gotta hold on to those memories?
I'm sick at all these time
I am cooperating with you every time
(I am always cooperating with you)
Yeah 都說得很簡單
但說了幾次想要放下你
(但說了幾次想要放下你)
(Yeah) I hate myself 那天在包廂外面抱緊你
(那天在包廂外面抱緊你)
Just tell me why you gotta hold on to those memories?
Ooh woah woah woah
So why you gotta hold on to",zh,0.47028616070747375
